Timestamp,ts_key,Actual Vol [Tons],Expected Vol [Tons]
2016-03-01,Provider_2-Plant_5,146.978,69.931
2016-03-01,Provider_20-Plant_1,429.562,402.77
2016-03-01,Provider_20-Plant_10,175.001,172.84
2016-03-01,Provider_20-Plant_11,467.326,450.995
2016-03-01,Provider_20-Plant_12,284.964,242.953
2016-03-01,Provider_20-Plant_13,1003.398,970.333
2016-03-01,Provider_20-Plant_14,37.396,35.615
2016-03-01,Provider_20-Plant_15,724.787,781.687
2016-03-01,Provider_20-Plant_18,596.841,584.737
2016-03-01,Provider_20-Plant_19,607.162,798.962
2016-03-01,Provider_20-Plant_20,331.894,306.572
2016-03-01,Provider_20-Plant_4,1804.458,15668.656
2016-03-01,Provider_20-Plant_5,214.714,128.295
2016-03-01,Provider_20-Plant_6,524.888,497.982
2016-03-01,Provider_21-Plant_1,297.758,282.825
2016-03-01,Provider_21-Plant_10,163.419,165.685
2016-03-01,Provider_21-Plant_11,186.978,175.272
2016-03-01,Provider_21-Plant_12,137.58,130.477
2016-03-01,Provider_21-Plant_13,1021.987,970.51
2016-03-01,Provider_21-Plant_14,38.79,40.492
2016-03-01,Provider_21-Plant_15,607.724,606.278
2016-03-01,Provider_21-Plant_18,452.616,444.553
2016-03-01,Provider_21-Plant_19,890.82,863.017
2016-03-01,Provider_21-Plant_20,331.75,194.895
2016-03-01,Provider_21-Plant_4,2886.54,1969.876
2016-03-01,Provider_21-Plant_5,54.345,46.593
2016-03-01,Provider_21-Plant_6,725.932,616.589
2016-03-01,Provider_22-Plant_1,30.719,32.844
2016-03-01,Provider_22-Plant_10,31.729,32.723
2016-03-01,Provider_22-Plant_11,109.384,100.813
2016-03-01,Provider_22-Plant_12,528.324,163.857
2016-03-01,Provider_22-Plant_13,635.346,583.113
2016-03-01,Provider_22-Plant_14,4.941,5.413
2016-03-01,Provider_22-Plant_15,148.37,144.72
2016-03-01,Provider_22-Plant_18,37.956,37.21
2016-03-01,Provider_22-Plant_19,281.955,281.019
2016-03-01,Provider_22-Plant_20,107.798,51.062
2016-03-01,Provider_22-Plant_4,2878.961,1631.597
2016-03-01,Provider_22-Plant_5,78.424,39.919
2016-03-01,Provider_22-Plant_6,40.165,32.156
2016-03-01,Provider_24-Plant_1,640.365,651.44
2016-03-01,Provider_24-Plant_10,283.618,256.511
2016-03-01,Provider_24-Plant_11,389.206,408.594
2016-03-01,Provider_24-Plant_12,80.141,34.823
2016-03-01,Provider_24-Plant_13,1288.941,1214.937
2016-03-01,Provider_24-Plant_14,19.465,15.635
2016-03-01,Provider_24-Plant_15,986.208,1095.338
2016-03-01,Provider_24-Plant_18,778.979,664.242
2016-03-01,Provider_24-Plant_19,726.919,720.578
2016-03-01,Provider_24-Plant_20,69.492,62.402
2016-03-01,Provider_24-Plant_4,1550.048,1152.504
2016-03-01,Provider_24-Plant_5,63.384,33.527
2016-03-01,Provider_24-Plant_6,709.35,427.392
2016-03-01,Provider_25-Plant_1,786.858,781.529
2016-03-01,Provider_25-Plant_10,102.796,100.624
2016-03-01,Provider_25-Plant_11,462.161,402.006
2016-03-01,Provider_25-Plant_12,215.359,144.026
2016-03-01,Provider_25-Plant_13,1126.14,1047.102
2016-03-01,Provider_25-Plant_14,90.731,91.865
2016-03-01,Provider_25-Plant_15,899.753,866.012
2016-03-01,Provider_25-Plant_18,457.28,441.391
2016-03-01,Provider_25-Plant_19,1192.66,1172.113
2016-03-01,Provider_25-Plant_20,342.23,308.106
2016-03-01,Provider_25-Plant_4,1850.825,1741.367
2016-03-01,Provider_25-Plant_5,159.769,88.075
2016-03-01,Provider_25-Plant_6,850.932,669.915
2016-03-01,Provider_27-Plant_1,321.98,305.862
2016-03-01,Provider_27-Plant_10,112.34,112.771
2016-03-01,Provider_27-Plant_11,1489.95,1431.237
2016-03-01,Provider_27-Plant_12,71.116,66.196
2016-03-01,Provider_27-Plant_13,1156.491,1349.303
2016-03-01,Provider_27-Plant_14,99.116,85.063
2016-03-01,Provider_27-Plant_15,1514.774,1623.587
2016-03-01,Provider_27-Plant_18,478.673,467.909
2016-03-01,Provider_27-Plant_19,1661.679,1679.589
2016-03-01,Provider_27-Plant_20,184.534,129.248
2016-03-01,Provider_27-Plant_4,2001.291,1821.97
2016-03-01,Provider_27-Plant_5,583.623,319.357
2016-03-01,Provider_27-Plant_6,339.78,227.71
2016-03-01,Provider_28-Plant_10,12.485,12.621
2016-03-01,Provider_28-Plant_11,40.176,36.192
2016-03-01,Provider_28-Plant_12,35.818,35.977
2016-03-01,Provider_28-Plant_13,280.845,272.047
2016-03-01,Provider_28-Plant_14,3.106,3.058
2016-03-01,Provider_28-Plant_15,61.703,61.219
2016-03-01,Provider_28-Plant_18,42.584,20137.594
2016-03-01,Provider_28-Plant_19,139.235,146.152
2016-03-01,Provider_28-Plant_20,297.724,72.332
2016-03-01,Provider_28-Plant_4,164.226,164.23
2016-03-01,Provider_28-Plant_5,11.119,5.938
2016-03-01,Provider_29-Plant_10,121.587,125.018
2016-03-01,Provider_29-Plant_11,13.404,6.714
2016-03-01,Provider_29-Plant_12,41.226,19.726
2016-03-01,Provider_29-Plant_13,707.853,368.559
2016-03-01,Provider_29-Plant_14,3.428,3.402
2016-03-01,Provider_29-Plant_15,203.693,192.96
2016-03-01,Provider_29-Plant_18,391.453,381.944
2016-03-01,Provider_29-Plant_19,738.754,656.251
2016-03-01,Provider_29-Plant_20,312.389,184.981
2016-03-01,Provider_29-Plant_4,1266.441,1168.491
2016-03-01,Provider_29-Plant_5,23.751,15.125
2016-03-01,Provider_3-Plant_1,449.498,393.747
2016-03-01,Provider_3-Plant_10,262.489,267.871
2016-03-01,Provider_3-Plant_11,380.189,359.254
2016-03-01,Provider_3-Plant_12,394.469,322.742
2016-03-01,Provider_3-Plant_13,1349.544,1320.574
2016-03-01,Provider_3-Plant_14,170.51,139.009
2016-03-01,Provider_3-Plant_15,1164.113,1223.954
2016-03-01,Provider_3-Plant_18,396.783,438.663
2016-03-01,Provider_3-Plant_19,2025.703,2091.474
2016-03-01,Provider_3-Plant_20,644.788,606.614
2016-03-01,Provider_3-Plant_4,5014.771,4106.8
2016-03-01,Provider_3-Plant_5,96.776,58.636
2016-03-01,Provider_3-Plant_6,462.206,301.762
2016-03-01,Provider_30-Plant_1,315.581,289.442
2016-03-01,Provider_30-Plant_10,57.413,58.891
2016-03-01,Provider_30-Plant_11,273.82,271.119
2016-03-01,Provider_30-Plant_12,103.986,90.869
2016-03-01,Provider_30-Plant_13,459.513,410.576
2016-03-01,Provider_30-Plant_14,2.807,2.81
2016-03-01,Provider_30-Plant_15,496.778,497.761
2016-03-01,Provider_30-Plant_18,209.995,210.123
2016-03-01,Provider_30-Plant_19,373.606,363.78
2016-03-01,Provider_30-Plant_20,53.466,25.308
2016-03-01,Provider_30-Plant_4,598.399,445.825
2016-03-01,Provider_30-Plant_5,46.357,35.946
2016-03-01,Provider_31-Plant_1,1.995,1.801
2016-03-01,Provider_31-Plant_10,437.231,437.943
2016-03-01,Provider_31-Plant_11,438.508,447.288
2016-03-01,Provider_31-Plant_12,280.891,149.728
2016-03-01,Provider_31-Plant_13,1539.549,3225.58
2016-03-01,Provider_31-Plant_14,76.853,44.019
2016-03-01,Provider_31-Plant_15,1158.976,1130.25
2016-03-01,Provider_31-Plant_18,1429.11,1296.502
2016-03-01,Provider_31-Plant_19,1709.011,1620.76
2016-03-01,Provider_31-Plant_20,203.174,166.737
2016-03-01,Provider_31-Plant_4,3897.532,3471.737
2016-03-01,Provider_31-Plant_5,344.246,329.244
2016-03-01,Provider_32-Plant_1,10.703,10.393
2016-03-01,Provider_32-Plant_10,30.22,32.767
2016-03-01,Provider_32-Plant_11,9.454,8.272
2016-03-01,Provider_32-Plant_13,26.172,25.078
2016-03-01,Provider_32-Plant_14,6.572,6.322
2016-03-01,Provider_32-Plant_15,33.016,33.219
2016-03-01,Provider_32-Plant_18,104.55,108.801
2016-03-01,Provider_32-Plant_19,47.162,43.478
2016-03-01,Provider_32-Plant_20,4.581,4.327
2016-03-01,Provider_32-Plant_4,89.74,88.114
2016-03-01,Provider_7-Plant_10,543.779,535.405
2016-03-01,Provider_7-Plant_11,116.964,108.12
2016-03-01,Provider_7-Plant_12,165.016,79.921
2016-03-01,Provider_7-Plant_13,597.723,573.876
2016-03-01,Provider_7-Plant_14,4.285,4.299
2016-03-01,Provider_7-Plant_15,340.617,330.452
2016-03-01,Provider_7-Plant_18,697.173,695.873
2016-03-01,Provider_7-Plant_19,965.776,797.646
2016-03-01,Provider_7-Plant_20,564.43,259.424
2016-03-01,Provider_7-Plant_4,582.403,344.666
2016-03-01,Provider_7-Plant_5,68.867,58.538
2016-03-01,Provider_7-Plant_6,132.651,78.211
2016-03-01,Provider_8-Plant_10,24.325,24.095
2016-03-01,Provider_8-Plant_12,49.322,53.188
2016-03-01,Provider_8-Plant_13,631.63,657.808
2016-03-01,Provider_8-Plant_14,20.075,14.294
2016-03-01,Provider_8-Plant_15,221.295,222.99
2016-03-01,Provider_8-Plant_18,80.711,79.999
2016-03-01,Provider_8-Plant_19,416.553,394.532
2016-03-01,Provider_8-Plant_20,386.283,386.135
2016-03-01,Provider_8-Plant_4,643.72,214.284
2016-03-01,Provider_8-Plant_5,45.207,35.622
2016-03-01,Provider_9-Plant_1,392.912,375.099
2016-03-01,Provider_9-Plant_10,73.057,70.262
2016-03-01,Provider_9-Plant_11,263.473,261.529
2016-03-01,Provider_9-Plant_12,203.306,93.705
2016-03-01,Provider_9-Plant_13,455.741,403.702
2016-03-01,Provider_9-Plant_14,261.115,222.818
2016-03-01,Provider_9-Plant_15,484.066,486.884
2016-03-01,Provider_9-Plant_18,119.129,111.039
2016-03-01,Provider_9-Plant_19,742.474,612.462
2016-03-01,Provider_9-Plant_20,305.973,251.005
2016-03-01,Provider_9-Plant_4,3125.346,2755.61
2016-03-01,Provider_9-Plant_5,89.818,63.315
2016-04-01,Provider_10-Plant_1,478.765,628.908
2016-04-01,Provider_10-Plant_10,391.726,414.512
2016-04-01,Provider_10-Plant_11,63.472,49.6
2016-04-01,Provider_10-Plant_12,9.945,10.121
2016-04-01,Provider_10-Plant_13,568.797,532.539
2016-04-01,Provider_10-Plant_14,55.516,53.664
2016-04-01,Provider_10-Plant_15,141.514,141.102
2016-04-01,Provider_10-Plant_18,576.6,611.559
2016-04-01,Provider_10-Plant_19,806.536,811.062
2016-04-01,Provider_10-Plant_20,176.832,172.848
2016-04-01,Provider_10-Plant_4,569.417,563.915
2016-04-01,Provider_10-Plant_5,324.829,321.208
2016-04-01,Provider_14-Plant_1,146.64,162.309
2016-04-01,Provider_14-Plant_10,15.851,16.117
2016-04-01,Provider_14-Plant_11,176.486,117.614
2016-04-01,Provider_14-Plant_12,22.042,18.191
2016-04-01,Provider_14-Plant_13,60.545,62.669
2016-04-01,Provider_14-Plant_14,0.033,0.035
2016-04-01,Provider_14-Plant_15,264.169,262.218
2016-04-01,Provider_14-Plant_18,166.215,125.777
2016-04-01,Provider_14-Plant_19,208.792,226.198
2016-04-01,Provider_14-Plant_20,65.061,65.326
2016-04-01,Provider_14-Plant_22,0.173,0.171
2016-04-01,Provider_14-Plant_4,1490.497,629.697
2016-04-01,Provider_15-Plant_13,7.125,7.944
2016-04-01,Provider_15-Plant_18,14.948,15.553
2016-04-01,Provider_15-Plant_19,83.823,121.085
2016-04-01,Provider_15-Plant_20,78.355,81.209
2016-04-01,Provider_15-Plant_4,146.597,150.147
2016-04-01,Provider_15-Plant_5,22.573,11.009
2016-04-01,Provider_16-Plant_10,326.318,333.048
2016-04-01,Provider_16-Plant_11,674.006,670.396
2016-04-01,Provider_16-Plant_12,77.315,73.908
2016-04-01,Provider_16-Plant_13,1178.976,1120.216
2016-04-01,Provider_16-Plant_14,46.461,38.532
2016-04-01,Provider_16-Plant_15,1542.03,1520.717
2016-04-01,Provider_16-Plant_18,536.31,554.154
2016-04-01,Provider_16-Plant_19,1444.025,1440.131
2016-04-01,Provider_16-Plant_20,229.47,97.407
2016-04-01,Provider_16-Plant_4,604.855,588.489
2016-04-01,Provider_16-Plant_5,347.377,150.714
2016-04-01,Provider_18-Plant_19,143.775,153.793
2016-04-01,Provider_18-Plant_20,255.64,49.779
2016-04-01,Provider_18-Plant_4,5.613,4.109
2016-04-01,Provider_18-Plant_5,25.926,16.209
2016-04-01,Provider_2-Plant_1,361.87,340.784
2016-04-01,Provider_2-Plant_10,24.611,24.828
2016-04-01,Provider_2-Plant_11,272.124,256.863
2016-04-01,Provider_2-Plant_12,56.38,55.803
2016-04-01,Provider_2-Plant_13,621.861,2160.726
2016-04-01,Provider_2-Plant_14,138.677,129.911
2016-04-01,Provider_2-Plant_15,513.718,522.222
2016-04-01,Provider_2-Plant_18,245.314,186.637
2016-04-01,Provider_2-Plant_19,603.356,599.788
2016-04-01,Provider_2-Plant_20,268.508,154.372
2016-04-01,Provider_2-Plant_4,1377.926,1294.266
2016-04-01,Provider_2-Plant_5,130.715,69.669
2016-04-01,Provider_20-Plant_1,387.121,361.304
2016-04-01,Provider_20-Plant_10,199.23,195.871
2016-04-01,Provider_20-Plant_11,468.144,465.836
2016-04-01,Provider_20-Plant_12,298.622,257.075
2016-04-01,Provider_20-Plant_13,1095.499,1047.514
2016-04-01,Provider_20-Plant_14,45.387,45.305
2016-04-01,Provider_20-Plant_15,767.468,825.912
2016-04-01,Provider_20-Plant_18,650.423,639.396
2016-04-01,Provider_20-Plant_19,559.432,1436.625
2016-04-01,Provider_20-Plant_20,351.525,285.063
2016-04-01,Provider_20-Plant_4,1711.06,6724.631
2016-04-01,Provider_20-Plant_5,210.177,154.991
2016-04-01,Provider_20-Plant_6,535.799,537.163
2016-04-01,Provider_21-Plant_1,304.671,296.831
2016-04-01,Provider_21-Plant_10,179.179,181.73
2016-04-01,Provider_21-Plant_11,202.281,185.348
2016-04-01,Provider_21-Plant_12,115.445,115.458
2016-04-01,Provider_21-Plant_13,1227.013,1206.668
2016-04-01,Provider_21-Plant_14,44.188,45.972
2016-04-01,Provider_21-Plant_15,628.675,624.264
2016-04-01,Provider_21-Plant_18,496.772,498.669
2016-04-01,Provider_21-Plant_19,816.07,795.909
2016-04-01,Provider_21-Plant_20,309.485,192.77
2016-04-01,Provider_21-Plant_4,2929.877,1856.905
2016-04-01,Provider_21-Plant_5,49.147,41.057
2016-04-01,Provider_21-Plant_6,729.78,614.456
2016-04-01,Provider_22-Plant_1,40.946,37.214
2016-04-01,Provider_22-Plant_10,35.302,35.912
2016-04-01,Provider_22-Plant_11,105.444,96.737
2016-04-01,Provider_22-Plant_12,642.19,198.556
2016-04-01,Provider_22-Plant_13,687.252,656.775
2016-04-01,Provider_22-Plant_14,9.261,10.108
2016-04-01,Provider_22-Plant_15,156.386,152.932
2016-04-01,Provider_22-Plant_18,34.851,35.709
2016-04-01,Provider_22-Plant_19,321.253,311.791
2016-04-01,Provider_22-Plant_20,112.003,55.908
2016-04-01,Provider_22-Plant_4,3273.188,1743.718
2016-04-01,Provider_22-Plant_5,83.337,45.294
2016-04-01,Provider_22-Plant_6,52.315,43.714
2016-04-01,Provider_24-Plant_1,646.767,625.793
2016-04-01,Provider_24-Plant_10,302.881,273.36
2016-04-01,Provider_24-Plant_11,392.652,398.638
2016-04-01,Provider_24-Plant_12,41.173,38.841
2016-04-01,Provider_24-Plant_13,1459.517,1391.737
2016-04-01,Provider_24-Plant_14,24.156,23.385
2016-04-01,Provider_24-Plant_15,1039.974,1150.661
2016-04-01,Provider_24-Plant_18,872.916,757.49
2016-04-01,Provider_24-Plant_19,739.489,740.055
2016-04-01,Provider_24-Plant_20,43.21,41.358
2016-04-01,Provider_24-Plant_22,0.384,0.23
2016-04-01,Provider_24-Plant_4,1663.46,1269.679
2016-04-01,Provider_24-Plant_5,61.022,29.84
2016-04-01,Provider_24-Plant_6,753.898,636.384
2016-04-01,Provider_25-Plant_1,743.573,748.814
2016-04-01,Provider_25-Plant_10,107.886,105.868
2016-04-01,Provider_25-Plant_11,12349.685,402.61
2016-04-01,Provider_25-Plant_12,200.879,129.771
2016-04-01,Provider_25-Plant_13,21248.383,1141.31
2016-04-01,Provider_25-Plant_14,136.96,139.463
2016-04-01,Provider_25-Plant_15,9724.907,968.624
2016-04-01,Provider_25-Plant_18,503.952,490.811
2016-04-01,Provider_25-Plant_19,17621.148,1266.72
2016-04-01,Provider_25-Plant_20,341.302,294.597
2016-04-01,Provider_25-Plant_4,1643.944,1605.372
2016-04-01,Provider_25-Plant_5,187.58,99.861
2016-04-01,Provider_25-Plant_6,1065.287,738.725
2016-04-01,Provider_27-Plant_1,431.667,414.201
2016-04-01,Provider_27-Plant_10,94.679,94.722
2016-04-01,Provider_27-Plant_11,1596.762,1542.331
2016-04-01,Provider_27-Plant_12,63.424,55.613
2016-04-01,Provider_27-Plant_13,1246.087,1250.74
2016-04-01,Provider_27-Plant_14,140.926,126.771
2016-04-01,Provider_27-Plant_15,1505.254,1576.007
2016-04-01,Provider_27-Plant_18,398.254,400.903
2016-04-01,Provider_27-Plant_19,1653.037,1642.53
2016-04-01,Provider_27-Plant_20,283.932,215.188
2016-04-01,Provider_27-Plant_22,0.401,0.0
2016-04-01,Provider_27-Plant_4,1818.864,1707.365
2016-04-01,Provider_27-Plant_5,694.223,378.526
2016-04-01,Provider_27-Plant_6,356.927,246.92
2016-04-01,Provider_28-Plant_10,12.276,12.018
2016-04-01,Provider_28-Plant_11,38.638,32.731
2016-04-01,Provider_28-Plant_12,41.237,40.907
2016-04-01,Provider_28-Plant_13,275.027,268.206
2016-04-01,Provider_28-Plant_14,3.353,3.391
2016-04-01,Provider_28-Plant_15,67.552,67.133
2016-04-01,Provider_28-Plant_18,36.121,22043.2
2016-04-01,Provider_28-Plant_19,210.637,209.555
2016-04-01,Provider_28-Plant_20,293.136,77.197
2016-04-01,Provider_28-Plant_4,160.878,152.23
2016-04-01,Provider_28-Plant_5,11.006,5.908
2016-04-01,Provider_29-Plant_1,4.35,3.122
2016-04-01,Provider_29-Plant_10,141.143,142.89
2016-04-01,Provider_29-Plant_11,11.36,8.017
2016-04-01,Provider_29-Plant_12,68.023,30.474
2016-04-01,Provider_29-Plant_13,864.187,427.606
2016-04-01,Provider_29-Plant_14,10.421,10.486
2016-04-01,Provider_29-Plant_15,232.756,226.88
2016-04-01,Provider_29-Plant_18,445.592,430.289
2016-04-01,Provider_29-Plant_19,695.925,579.022
2016-04-01,Provider_29-Plant_20,285.644,172.417
2016-04-01,Provider_29-Plant_4,1207.929,1111.037
2016-04-01,Provider_29-Plant_5,20.625,12.768
2016-04-01,Provider_3-Plant_1,319.658,291.996
2016-04-01,Provider_3-Plant_10,273.709,280.272
2016-04-01,Provider_3-Plant_11,373.996,361.162
2016-04-01,Provider_3-Plant_12,385.932,319.498
2016-04-01,Provider_3-Plant_13,1535.069,1460.114
2016-04-01,Provider_3-Plant_14,276.494,238.236
2016-04-01,Provider_3-Plant_15,1227.76,1356.373
2016-04-01,Provider_3-Plant_18,416.886,443.139
2016-04-01,Provider_3-Plant_19,2063.748,2255.665
2016-04-01,Provider_3-Plant_20,390.486,364.562
2016-04-01,Provider_3-Plant_4,4701.107,3655.574
2016-04-01,Provider_3-Plant_5,95.521,51.605
2016-04-01,Provider_3-Plant_6,500.238,322.213
2016-04-01,Provider_30-Plant_1,304.742,279.548
2016-04-01,Provider_30-Plant_10,63.626,61.265
2016-04-01,Provider_30-Plant_11,299.002,298.592
2016-04-01,Provider_30-Plant_12,103.164,91.003
2016-04-01,Provider_30-Plant_13,459.308,419.523
2016-04-01,Provider_30-Plant_14,25.522,25.543
2016-04-01,Provider_30-Plant_15,547.511,556.794
2016-04-01,Provider_30-Plant_18,211.072,208.77
2016-04-01,Provider_30-Plant_19,423.841,407.516
2016-04-01,Provider_30-Plant_20,53.598,31.738
2016-04-01,Provider_30-Plant_4,512.005,393.703
2016-04-01,Provider_30-Plant_5,76.307,59.75
2016-04-01,Provider_31-Plant_1,5.843,5.852
2016-04-01,Provider_31-Plant_10,426.559,424.935
2016-04-01,Provider_31-Plant_11,484.668,476.53
2016-04-01,Provider_31-Plant_12,305.123,157.669
2016-04-01,Provider_31-Plant_13,1621.312,4372.872
2016-04-01,Provider_31-Plant_14,161.74,71.162
2016-04-01,Provider_31-Plant_15,1231.086,1208.742
2016-04-01,Provider_31-Plant_18,1512.841,1380.832
2016-04-01,Provider_31-Plant_19,1701.755,1614.232
2016-04-01,Provider_31-Plant_20,162.823,121.777
2016-04-01,Provider_31-Plant_4,3911.081,3571.186
2016-04-01,Provider_31-Plant_5,337.233,319.152
2016-04-01,Provider_32-Plant_1,10.254,8.568
2016-04-01,Provider_32-Plant_10,25.482,26.827
2016-04-01,Provider_32-Plant_11,12.999,10.159
2016-04-01,Provider_32-Plant_13,35.537,34.631
2016-04-01,Provider_32-Plant_14,7.2,6.195
2016-04-01,Provider_32-Plant_15,39.311,39.493
2016-04-01,Provider_32-Plant_18,105.208,109.856
2016-04-01,Provider_32-Plant_19,57.366,51.813
2016-04-01,Provider_32-Plant_20,3.31,3.145
2016-04-01,Provider_32-Plant_4,161.717,159.144
2016-04-01,Provider_7-Plant_10,582.345,577.104
2016-04-01,Provider_7-Plant_11,121.681,114.584
2016-04-01,Provider_7-Plant_12,125.041,46.447
2016-04-01,Provider_7-Plant_13,578.968,577.294
2016-04-01,Provider_7-Plant_14,9.532,9.977
2016-04-01,Provider_7-Plant_15,366.935,359.437
2016-04-01,Provider_7-Plant_18,765.815,766.748
2016-04-01,Provider_7-Plant_19,1012.083,854.161
2016-04-01,Provider_7-Plant_20,555.674,256.979
2016-04-01,Provider_7-Plant_4,678.293,390.505
2016-04-01,Provider_7-Plant_5,81.094,59.874
2016-04-01,Provider_7-Plant_6,155.367,87.437
2016-04-01,Provider_8-Plant_10,25.42,24.627
2016-04-01,Provider_8-Plant_12,43.737,41.688
2016-04-01,Provider_8-Plant_13,715.826,755.545
2016-04-01,Provider_8-Plant_14,29.147,23.988
2016-04-01,Provider_8-Plant_15,235.927,236.12
2016-04-01,Provider_8-Plant_18,92.65,89.535
2016-04-01,Provider_8-Plant_19,436.79,460.676
2016-04-01,Provider_8-Plant_20,408.403,395.952
2016-04-01,Provider_8-Plant_4,550.226,196.888
2016-04-01,Provider_8-Plant_5,44.423,41.199
2016-04-01,Provider_9-Plant_1,364.54,354.017
2016-04-01,Provider_9-Plant_10,81.227,78.551
2016-04-01,Provider_9-Plant_11,303.752,301.979
2016-04-01,Provider_9-Plant_12,150.339,99.973
2016-04-01,Provider_9-Plant_13,378.534,383.236
2016-04-01,Provider_9-Plant_14,495.114,447.509
2016-04-01,Provider_9-Plant_15,486.001,489.677
2016-04-01,Provider_9-Plant_18,115.917,108.035
2016-04-01,Provider_9-Plant_19,534.238,476.992
2016-04-01,Provider_9-Plant_20,271.944,222.568
2016-04-01,Provider_9-Plant_4,2651.401,2460.82
2016-04-01,Provider_9-Plant_5,69.834,52.356
2016-05-01,Provider_10-Plant_1,365.769,544.514
2016-05-01,Provider_10-Plant_10,400.341,425.157
2016-05-01,Provider_10-Plant_11,48.233,38.529
2016-05-01,Provider_10-Plant_12,12.919,12.931
2016-05-01,Provider_10-Plant_13,417.737,386.422
2016-05-01,Provider_10-Plant_14,65.59,64.542
2016-05-01,Provider_10-Plant_15,103.96,103.175
2016-05-01,Provider_10-Plant_18,445.577,474.113
2016-05-01,Provider_10-Plant_19,814.295,826.979
2016-05-01,Provider_10-Plant_20,160.999,170.255
2016-05-01,Provider_10-Plant_4,538.062,541.299
2016-05-01,Provider_10-Plant_5,374.162,357.884
2016-05-01,Provider_14-Plant_1,142.192,153.029
2016-05-01,Provider_14-Plant_10,14.988,15.527
2016-05-01,Provider_14-Plant_11,150.682,156.46
2016-05-01,Provider_14-Plant_12,33.272,28.114
2016-05-01,Provider_14-Plant_13,45.802,48.099
2016-05-01,Provider_14-Plant_14,0.033,0.035
2016-05-01,Provider_14-Plant_15,254.836,252.524
2016-05-01,Provider_14-Plant_18,153.582,113.539
2016-05-01,Provider_14-Plant_19,215.177,227.442
2016-05-01,Provider_14-Plant_20,49.107,46.868
2016-05-01,Provider_14-Plant_22,2.445,1.488
2016-05-01,Provider_14-Plant_4,1262.905,584.037
2016-05-01,Provider_15-Plant_13,5.591,6.345
2016-05-01,Provider_15-Plant_18,15.843,14.013
2016-05-01,Provider_15-Plant_19,78.236,106.463
2016-05-01,Provider_15-Plant_20,55.62,59.56
2016-05-01,Provider_15-Plant_4,111.472,114.188
2016-05-01,Provider_15-Plant_5,25.161,10.264
2016-05-01,Provider_16-Plant_10,269.958,272.896
2016-05-01,Provider_16-Plant_11,638.494,634.136
2016-05-01,Provider_16-Plant_12,71.001,67.683
2016-05-01,Provider_16-Plant_13,1191.835,1116.61
2016-05-01,Provider_16-Plant_14,41.448,42.125
2016-05-01,Provider_16-Plant_15,1185.97,1165.387
2016-05-01,Provider_16-Plant_18,453.866,466.485
2016-05-01,Provider_16-Plant_19,1229.863,1217.827
2016-05-01,Provider_16-Plant_20,438.011,111.382
2016-05-01,Provider_16-Plant_4,435.007,407.574
2016-05-01,Provider_16-Plant_5,288.173,118.211
2016-05-01,Provider_18-Plant_19,141.318,151.318
2016-05-01,Provider_18-Plant_20,169.101,39.776
2016-05-01,Provider_18-Plant_4,1.669,1.42
2016-05-01,Provider_18-Plant_5,32.236,26.504
2016-05-01,Provider_2-Plant_1,245.371,227.222
2016-05-01,Provider_2-Plant_10,19.69,19.908
2016-05-01,Provider_2-Plant_11,247.739,230.489
2016-05-01,Provider_2-Plant_12,60.67,56.319
2016-05-01,Provider_2-Plant_13,454.554,1156.054
2016-05-01,Provider_2-Plant_14,91.458,84.568
2016-05-01,Provider_2-Plant_15,392.318,395.427
2016-05-01,Provider_2-Plant_18,218.177,154.058
2016-05-01,Provider_2-Plant_19,516.866,528.355
2016-05-01,Provider_2-Plant_20,213.647,113.84
2016-05-01,Provider_2-Plant_4,1220.791,1113.534
2016-05-01,Provider_2-Plant_5,127.819,77.24
2016-05-01,Provider_20-Plant_1,359.567,339.424
2016-05-01,Provider_20-Plant_10,158.16,155.802
2016-05-01,Provider_20-Plant_11,443.394,433.692
2016-05-01,Provider_20-Plant_12,282.743,254.354
2016-05-01,Provider_20-Plant_13,671.411,658.92
2016-05-01,Provider_20-Plant_14,45.853,45.785
2016-05-01,Provider_20-Plant_15,599.082,640.55
2016-05-01,Provider_20-Plant_18,502.412,493.709
2016-05-01,Provider_20-Plant_19,498.082,488.341
2016-05-01,Provider_20-Plant_20,344.336,260.527
2016-05-01,Provider_20-Plant_4,1628.801,1351.035
2016-05-01,Provider_20-Plant_5,212.292,127.195
2016-05-01,Provider_20-Plant_6,497.603,527.154
2016-05-01,Provider_21-Plant_1,263.974,254.035
2016-05-01,Provider_21-Plant_10,160.571,164.088
2016-05-01,Provider_21-Plant_11,169.71,158.677
2016-05-01,Provider_21-Plant_12,100.772,102.157
2016-05-01,Provider_21-Plant_13,719.87,711.857
2016-05-01,Provider_21-Plant_14,58.71,61.11
2016-05-01,Provider_21-Plant_15,450.632,452.507
2016-05-01,Provider_21-Plant_18,393.694,395.273
2016-05-01,Provider_21-Plant_19,642.905,630.526
2016-05-01,Provider_21-Plant_20,492.605,389.448
2016-05-01,Provider_21-Plant_4,2668.119,1604.151
2016-05-01,Provider_21-Plant_5,54.883,44.955
2016-05-01,Provider_21-Plant_6,609.134,525.528
2016-05-01,Provider_22-Plant_1,37.852,35.548
2016-05-01,Provider_22-Plant_10,23.706,24.736
2016-05-01,Provider_22-Plant_11,104.611,98.299
2016-05-01,Provider_22-Plant_12,469.809,159.815
2016-05-01,Provider_22-Plant_13,266.741,248.975
2016-05-01,Provider_22-Plant_14,8.278,9.234
