,Timestamp,ts_key,Actual Vol [Tons],Expected Vol [Tons],Plant,Production
2877,2015-04-01,Provider_2-Plant_10,36.148,36.582,Plant_10,4529
2878,2015-05-01,Provider_2-Plant_10,28.808,29.139,Plant_10,3997
2879,2015-06-01,Provider_2-Plant_10,62.577,62.604,Plant_10,5132
2880,2015-07-01,Provider_2-Plant_10,48.378,48.83,Plant_10,4214
2881,2015-08-01,Provider_2-Plant_10,50.323,50.812,Plant_10,3773
2882,2015-09-01,Provider_2-Plant_10,72.77,73.572,Plant_10,5042
2883,2015-10-01,Provider_2-Plant_10,71.336,72.004,Plant_10,5208
2884,2015-11-01,Provider_2-Plant_10,50.09,50.525,Plant_10,4907
2885,2015-12-01,Provider_2-Plant_10,16.39,16.468,Plant_10,3897
2886,2016-01-01,Provider_2-Plant_10,13.987,14.022,Plant_10,3816
2887,2016-02-01,Provider_2-Plant_10,21.559,21.618,Plant_10,5342
2888,2016-03-01,Provider_2-Plant_10,20.132,20.429,Plant_10,4978
2889,2016-04-01,Provider_2-Plant_10,24.611,24.828,Plant_10,5342
2890,2016-05-01,Provider_2-Plant_10,19.69,19.908,Plant_10,4675
2891,2016-06-01,Provider_2-Plant_10,24.765,25.1,Plant_10,5184
2892,2016-07-01,Provider_2-Plant_10,23.47,23.523,Plant_10,4995
2893,2016-08-01,Provider_2-Plant_10,8.173,7.543,Plant_10,1646
2894,2016-09-01,Provider_2-Plant_10,27.294,27.636,Plant_10,5490
2895,2016-10-01,Provider_2-Plant_10,22.883,23.112,Plant_10,4807
2896,2016-11-01,Provider_2-Plant_10,25.579,25.9,Plant_10,5414
2897,2016-12-01,Provider_2-Plant_10,18.128,18.306,Plant_10,3935
2898,2017-01-01,Provider_2-Plant_10,16.365,16.505,Plant_10,2952
2899,2017-02-01,Provider_2-Plant_10,25.226,25.548,Plant_10,5060
2900,2017-03-01,Provider_2-Plant_10,29.981,29.969,Plant_10,5718
2901,2017-04-01,Provider_2-Plant_10,5.289,5.328,Plant_10,1248
2902,2017-05-01,Provider_2-Plant_10,23.125,23.286,Plant_10,5253
2903,2017-06-01,Provider_2-Plant_10,31.394,31.917,Plant_10,5597
2904,2017-07-01,Provider_2-Plant_10,23.511,24.256,Plant_10,5253
2905,2017-08-01,Provider_2-Plant_10,23.511,1.384,Plant_10,5253
2906,2017-09-01,Provider_2-Plant_10,19.741,20.136,Plant_10,3592
2907,2017-10-01,Provider_2-Plant_10,24.892,25.176,Plant_10,4025
2908,2017-11-01,Provider_2-Plant_10,44.614,45.527,Plant_10,4625
2909,2017-12-01,Provider_2-Plant_10,29.527,29.879,Plant_10,3269
2910,2018-01-01,Provider_2-Plant_10,12.285,12.382,Plant_10,1424
2911,2018-02-01,Provider_2-Plant_10,39.229,38.54,Plant_10,5029
2912,2018-03-01,Provider_2-Plant_10,37.104,37.247,Plant_10,5462
2913,2018-04-01,Provider_2-Plant_10,34.039,34.784,Plant_10,5016
2914,2018-05-01,Provider_2-Plant_10,39.34,38.744,Plant_10,5016
2915,2018-06-01,Provider_2-Plant_10,37.621,38.12,Plant_10,5469
2916,2018-07-01,Provider_2-Plant_10,30.678,30.474,Plant_10,5728
2917,2018-08-01,Provider_2-Plant_10,17.011,17.113,Plant_10,2688
2918,2018-09-01,Provider_2-Plant_10,32.707,32.592,Plant_10,4413
2919,2018-10-01,Provider_2-Plant_10,51.206,51.289,Plant_10,5457
2920,2018-11-01,Provider_2-Plant_10,37.9,38.326,Plant_10,5077
2921,2018-12-01,Provider_2-Plant_10,19.829,19.902,Plant_10,3421
2922,2019-01-01,Provider_2-Plant_10,41.276,42.332,Plant_10,5876
2923,2019-02-01,Provider_2-Plant_10,33.646,32.626,Plant_10,5340
2924,2019-03-01,Provider_2-Plant_10,31.013,31.118,Plant_10,5073
2925,2019-04-01,Provider_2-Plant_10,31.391,32.044,Plant_10,4946
2926,2019-05-01,Provider_2-Plant_10,29.055,29.027,Plant_10,5000
2927,2019-06-01,Provider_2-Plant_10,29.445,30.203,Plant_10,4909
2928,2019-07-01,Provider_2-Plant_10,13.093,13.451,Plant_10,2484
2929,2019-08-01,Provider_2-Plant_10,19.37,19.888,Plant_10,3016
2930,2019-09-01,Provider_2-Plant_10,28.023,28.94,Plant_10,4305
2931,2019-10-01,Provider_2-Plant_10,27.738,28.484,Plant_10,3536
2932,2019-11-01,Provider_2-Plant_10,33.334,33.285,Plant_10,4344
2933,2019-12-01,Provider_2-Plant_10,10.343,10.272,Plant_10,2171
2934,2020-01-01,Provider_2-Plant_10,29.23,28.592,Plant_10,3279
2935,2020-02-01,Provider_2-Plant_10,34.697,35.791,Plant_10,4972
2936,2020-03-01,Provider_2-Plant_10,26.812,27.545,Plant_10,3599
2937,2020-04-01,Provider_2-Plant_10,0.268,0.275,Plant_10,0
2938,2020-05-01,Provider_2-Plant_10,33.205,34.085,Plant_10,3291
2939,2020-06-01,Provider_2-Plant_10,33.592,34.595,Plant_10,5262
2940,2020-07-01,Provider_2-Plant_10,24.473,26.123,Plant_10,5091
2941,2020-08-01,Provider_2-Plant_10,35.558,36.412,Plant_10,4842
2942,2020-09-01,Provider_2-Plant_10,38.473,39.492,Plant_10,5459
2943,2020-10-01,Provider_2-Plant_10,41.076,42.842,Plant_10,5333
2944,2020-11-01,Provider_2-Plant_10,43.782,43.962,Plant_10,4956
2945,2020-12-01,Provider_2-Plant_10,27.786,26.036,Plant_10,3201
2946,2021-01-01,Provider_2-Plant_10,6.753,7.028,Plant_10,637
2947,2021-02-01,Provider_2-Plant_10,33.04,34.228,Plant_10,4816
2948,2021-03-01,Provider_2-Plant_10,45.116,46.7,Plant_10,5438
2949,2021-04-01,Provider_2-Plant_10,38.482,39.73,Plant_10,5593
2950,2021-05-01,Provider_2-Plant_10,36.587,37.72,Plant_10,5264
2951,2021-06-01,Provider_2-Plant_10,44.723,46.127,Plant_10,6235
2952,2021-07-01,Provider_2-Plant_10,42.243,43.391,Plant_10,4824
2953,2021-08-01,Provider_2-Plant_10,40.339,41.457,Plant_10,3259
2954,2021-09-01,Provider_2-Plant_10,23.895,24.689,Plant_10,2780
2955,2021-10-01,Provider_2-Plant_10,11.232,11.295,Plant_10,2930
2956,2021-11-01,Provider_2-Plant_10,25.529,26.366,Plant_10,5592
2957,2021-12-01,Provider_2-Plant_10,19.12,19.569,Plant_10,4130
2958,2022-01-01,Provider_2-Plant_10,7.618,7.852,Plant_10,1612
2959,2022-02-01,Provider_2-Plant_10,13.45,13.943,Plant_10,2792
2960,2022-03-01,Provider_2-Plant_10,25.049,23.418,Plant_10,3989
2961,2022-04-01,Provider_2-Plant_10,15.249,13.41,Plant_10,3012
2962,2022-05-01,Provider_2-Plant_10,19.051,16.2,Plant_10,4252
2963,2022-06-01,Provider_2-Plant_10,27.238,24.307,Plant_10,6426
2964,2022-07-01,Provider_2-Plant_10,25.275,23.344,Plant_10,6118
2965,2022-08-01,Provider_2-Plant_10,27.16,25.202,Plant_10,7446
2966,2022-09-01,Provider_2-Plant_10,25.072,20.983,Plant_10,5654
2967,2022-10-01,Provider_2-Plant_10,19.719,18.276,Plant_10,3947
2968,2014-01-01,Provider_2-Plant_12,52.719,51.688,Plant_12,11668
2969,2014-02-01,Provider_2-Plant_12,40.917,39.247,Plant_12,11275
2970,2014-03-01,Provider_2-Plant_12,49.003,48.489,Plant_12,12306
2971,2014-04-01,Provider_2-Plant_12,39.345,39.589,Plant_12,11790
2972,2014-05-01,Provider_2-Plant_12,47.677,46.96,Plant_12,10407
2973,2014-06-01,Provider_2-Plant_12,46.558,44.088,Plant_12,10692
2974,2014-07-01,Provider_2-Plant_12,54.359,46.664,Plant_12,11023
2975,2014-08-01,Provider_2-Plant_12,42.671,42.434,Plant_12,8754
2976,2014-09-01,Provider_2-Plant_12,48.469,48.859,Plant_12,10694
2977,2014-10-01,Provider_2-Plant_12,46.954,47.436,Plant_12,10848
2978,2014-11-01,Provider_2-Plant_12,47.33,45.822,Plant_12,9927
2979,2014-12-01,Provider_2-Plant_12,36.122,36.807,Plant_12,7332
2980,2015-01-01,Provider_2-Plant_12,66.359,66.343,Plant_12,11730
2981,2015-02-01,Provider_2-Plant_12,48.084,48.393,Plant_12,11055
2982,2015-03-01,Provider_2-Plant_12,59.477,59.214,Plant_12,12739
2983,2015-04-01,Provider_2-Plant_12,55.698,49.598,Plant_12,11715
2984,2015-05-01,Provider_2-Plant_12,42.505,43.732,Plant_12,8361
2985,2015-06-01,Provider_2-Plant_12,40.297,41.23,Plant_12,10751
2986,2015-07-01,Provider_2-Plant_12,45.761,46.008,Plant_12,11338
2987,2015-08-01,Provider_2-Plant_12,52.128,53.246,Plant_12,10491
2988,2015-09-01,Provider_2-Plant_12,60.635,58.321,Plant_12,12649
2989,2015-10-01,Provider_2-Plant_12,64.12,60.313,Plant_12,10806
2990,2015-11-01,Provider_2-Plant_12,64.57,64.534,Plant_12,13135
2991,2015-12-01,Provider_2-Plant_12,45.614,40.691,Plant_12,8295
2992,2016-01-01,Provider_2-Plant_12,55.574,51.095,Plant_12,12387
2993,2016-02-01,Provider_2-Plant_12,66.581,69.208,Plant_12,12714
2994,2016-03-01,Provider_2-Plant_12,54.778,51.634,Plant_12,12146
2995,2016-04-01,Provider_2-Plant_12,56.38,55.803,Plant_12,12633
2996,2016-05-01,Provider_2-Plant_12,60.67,56.319,Plant_12,11428
2997,2016-06-01,Provider_2-Plant_12,58.513,54.748,Plant_12,12210
2998,2016-07-01,Provider_2-Plant_12,50.212,44.16,Plant_12,8906
2999,2016-08-01,Provider_2-Plant_12,61.862,58.997,Plant_12,10552
3000,2016-09-01,Provider_2-Plant_12,64.89,61.284,Plant_12,12881
3001,2016-10-01,Provider_2-Plant_12,57.283,54.062,Plant_12,10300
3002,2016-11-01,Provider_2-Plant_12,53.764,52.543,Plant_12,11300
3003,2016-12-01,Provider_2-Plant_12,43.45,35.207,Plant_12,8543
3004,2017-01-01,Provider_2-Plant_12,51.847,52.227,Plant_12,10116
3005,2017-02-01,Provider_2-Plant_12,53.084,54.964,Plant_12,10118
3006,2017-03-01,Provider_2-Plant_12,73.618,71.928,Plant_12,12985
3007,2017-04-01,Provider_2-Plant_12,52.202,46.306,Plant_12,9295
3008,2017-05-01,Provider_2-Plant_12,66.83,57.383,Plant_12,10398
3009,2017-06-01,Provider_2-Plant_12,83.877,75.256,Plant_12,10629
3010,2017-07-01,Provider_2-Plant_12,92.98,72.174,Plant_12,10842
3011,2017-08-01,Provider_2-Plant_12,85.491,65.098,Plant_12,11484
3012,2017-09-01,Provider_2-Plant_12,65.37,57.26,Plant_12,11599
3013,2017-10-01,Provider_2-Plant_12,79.398,67.167,Plant_12,11302
3014,2017-11-01,Provider_2-Plant_12,102.304,83.183,Plant_12,11300
3015,2017-12-01,Provider_2-Plant_12,61.794,63.35,Plant_12,7636
3016,2018-01-01,Provider_2-Plant_12,71.964,64.525,Plant_12,10880
3017,2018-02-01,Provider_2-Plant_12,79.95,81.25,Plant_12,10843
3018,2018-03-01,Provider_2-Plant_12,85.239,84.681,Plant_12,13145
3019,2018-04-01,Provider_2-Plant_12,65.748,65.478,Plant_12,11483
3020,2018-05-01,Provider_2-Plant_12,76.5,78.7,Plant_12,11063
3021,2018-06-01,Provider_2-Plant_12,63.74,64.834,Plant_12,9315
3022,2018-07-01,Provider_2-Plant_12,25.238,25.339,Plant_12,9547
3023,2018-08-01,Provider_2-Plant_12,58.937,47.411,Plant_12,9538
3024,2018-09-01,Provider_2-Plant_12,55.279,40.504,Plant_12,8782
3025,2018-10-01,Provider_2-Plant_12,109.965,82.515,Plant_12,9868
3026,2018-11-01,Provider_2-Plant_12,125.822,105.731,Plant_12,11437
3027,2018-12-01,Provider_2-Plant_12,64.093,52.726,Plant_12,5042
3028,2019-01-01,Provider_2-Plant_12,72.176,64.094,Plant_12,10683
3029,2019-02-01,Provider_2-Plant_12,80.023,45.344,Plant_12,8710
3030,2019-03-01,Provider_2-Plant_12,74.658,43.302,Plant_12,8434
3031,2019-04-01,Provider_2-Plant_12,58.381,38.619,Plant_12,5755
3032,2019-05-01,Provider_2-Plant_12,36.565,37.285,Plant_12,6108
3033,2019-06-01,Provider_2-Plant_12,27.321,28.389,Plant_12,4028
3034,2019-07-01,Provider_2-Plant_12,26.725,27.643,Plant_12,5209
3035,2019-08-01,Provider_2-Plant_12,36.949,37.782,Plant_12,6537
3036,2019-09-01,Provider_2-Plant_12,32.657,33.085,Plant_12,6164
3037,2019-10-01,Provider_2-Plant_12,40.461,42.309,Plant_12,6152
3038,2019-11-01,Provider_2-Plant_12,33.897,35.892,Plant_12,6412
3039,2019-12-01,Provider_2-Plant_12,18.003,19.219,Plant_12,3555
3040,2020-01-01,Provider_2-Plant_12,34.327,34.017,Plant_12,5229
3041,2020-02-01,Provider_2-Plant_12,28.328,28.932,Plant_12,5841
3042,2020-03-01,Provider_2-Plant_12,29.495,29.86,Plant_12,4223
3043,2020-04-01,Provider_2-Plant_12,2.69,3.127,Plant_12,0
3044,2020-05-01,Provider_2-Plant_12,13.894,14.293,Plant_12,2713
3045,2020-06-01,Provider_2-Plant_12,26.147,26.284,Plant_12,3379
3046,2020-07-01,Provider_2-Plant_12,30.006,30.793,Plant_12,4539
3047,2020-08-01,Provider_2-Plant_12,54.166,54.856,Plant_12,4248
3048,2020-09-01,Provider_2-Plant_12,73.581,73.79,Plant_12,6620
3049,2020-10-01,Provider_2-Plant_12,61.0,61.02,Plant_12,6697
3050,2020-11-01,Provider_2-Plant_12,61.302,60.992,Plant_12,5367
3051,2020-12-01,Provider_2-Plant_12,20.324,21.339,Plant_12,2799
3052,2021-01-01,Provider_2-Plant_12,39.858,39.771,Plant_12,2827
3053,2021-02-01,Provider_2-Plant_12,43.392,43.373,Plant_12,4350
3054,2021-03-01,Provider_2-Plant_12,58.298,58.479,Plant_12,4796
3055,2021-04-01,Provider_2-Plant_12,53.194,51.091,Plant_12,4845
3056,2021-05-01,Provider_2-Plant_12,58.326,58.112,Plant_12,5342
3057,2021-06-01,Provider_2-Plant_12,65.139,64.732,Plant_12,6471
3058,2021-07-01,Provider_2-Plant_12,61.329,60.867,Plant_12,6299
3059,2021-08-01,Provider_2-Plant_12,48.372,48.931,Plant_12,4698
3060,2021-09-01,Provider_2-Plant_12,47.721,47.579,Plant_12,4508
3061,2021-10-01,Provider_2-Plant_12,71.482,71.21,Plant_12,6084
3062,2021-11-01,Provider_2-Plant_12,35.431,35.523,Plant_12,5152
3063,2021-12-01,Provider_2-Plant_12,32.857,33.19,Plant_12,4132
3064,2022-01-01,Provider_2-Plant_12,50.761,50.589,Plant_12,6235
3065,2022-02-01,Provider_2-Plant_12,48.6,48.573,Plant_12,5428
3066,2022-03-01,Provider_2-Plant_12,54.952,36.241,Plant_12,7680
3067,2022-04-01,Provider_2-Plant_12,40.821,30.085,Plant_12,7360
3068,2022-05-01,Provider_2-Plant_12,48.923,29.939,Plant_12,5641
3069,2022-06-01,Provider_2-Plant_12,44.656,29.654,Plant_12,6943
3070,2022-07-01,Provider_2-Plant_12,34.423,26.991,Plant_12,4693
3071,2022-08-01,Provider_2-Plant_12,44.325,29.765,Plant_12,4895
3072,2022-09-01,Provider_2-Plant_12,23.065,17.179,Plant_12,2662
3073,2022-10-01,Provider_2-Plant_12,8.298,8.277,Plant_12,2166
3074,2014-01-01,Provider_2-Plant_13,781.777,736.173,Plant_13,33839
3075,2014-02-01,Provider_2-Plant_13,870.213,809.748,Plant_13,36690
3076,2014-03-01,Provider_2-Plant_13,920.133,850.774,Plant_13,38211
3077,2014-04-01,Provider_2-Plant_13,868.51,812.52,Plant_13,36979
3078,2014-05-01,Provider_2-Plant_13,735.021,694.401,Plant_13,31164
3079,2014-06-01,Provider_2-Plant_13,623.379,591.074,Plant_13,25176
3080,2014-07-01,Provider_2-Plant_13,513.122,489.746,Plant_13,33159
3081,2014-08-01,Provider_2-Plant_13,310.131,303.267,Plant_13,17999
3082,2014-09-01,Provider_2-Plant_13,480.896,467.185,Plant_13,29654
3083,2014-10-01,Provider_2-Plant_13,534.301,504.263,Plant_13,33287
3084,2014-11-01,Provider_2-Plant_13,709.479,662.144,Plant_13,31415
3085,2014-12-01,Provider_2-Plant_13,466.294,445.429,Plant_13,19740
3086,2015-01-01,Provider_2-Plant_13,495.425,2692.854,Plant_13,16956
3087,2015-02-01,Provider_2-Plant_13,794.831,1534.612,Plant_13,29205
3088,2015-03-01,Provider_2-Plant_13,953.167,1630.939,Plant_13,35790
3089,2015-04-01,Provider_2-Plant_13,735.868,1426.091,Plant_13,27505
3090,2015-05-01,Provider_2-Plant_13,629.754,602.616,Plant_13,25175
3091,2015-06-01,Provider_2-Plant_13,789.528,741.074,Plant_13,29324
3092,2015-07-01,Provider_2-Plant_13,822.424,745.102,Plant_13,33396
3093,2015-08-01,Provider_2-Plant_13,473.339,1191.093,Plant_13,20907
3094,2015-09-01,Provider_2-Plant_13,617.183,575.808,Plant_13,25806
3095,2015-10-01,Provider_2-Plant_13,694.687,1366.882,Plant_13,32424
3096,2015-11-01,Provider_2-Plant_13,700.946,1387.57,Plant_13,27453
3097,2015-12-01,Provider_2-Plant_13,312.28,1038.236,Plant_13,15251
3098,2016-01-01,Provider_2-Plant_13,391.343,1137.522,Plant_13,14546
3099,2016-02-01,Provider_2-Plant_13,587.031,1262.446,Plant_13,21421
3100,2016-03-01,Provider_2-Plant_13,578.911,1308.95,Plant_13,25488
3101,2016-04-01,Provider_2-Plant_13,621.861,2160.726,Plant_13,31316
3102,2016-05-01,Provider_2-Plant_13,454.554,1156.054,Plant_13,21013
3103,2016-06-01,Provider_2-Plant_13,536.108,501.922,Plant_13,31294
3104,2016-07-01,Provider_2-Plant_13,643.628,2097.308,Plant_13,32063
3105,2016-08-01,Provider_2-Plant_13,503.277,1177.966,Plant_13,26028
3106,2016-09-01,Provider_2-Plant_13,649.756,592.171,Plant_13,30324
3107,2016-10-01,Provider_2-Plant_13,837.259,788.493,Plant_13,28287
3108,2016-11-01,Provider_2-Plant_13,761.228,686.858,Plant_13,32752
3109,2016-12-01,Provider_2-Plant_13,491.105,438.663,Plant_13,22522
3110,2017-01-01,Provider_2-Plant_13,602.484,546.121,Plant_13,23230
3111,2017-02-01,Provider_2-Plant_13,671.121,585.49,Plant_13,22337
3112,2017-03-01,Provider_2-Plant_13,626.649,581.835,Plant_13,31567
3113,2017-04-01,Provider_2-Plant_13,489.261,433.291,Plant_13,22944
3114,2017-05-01,Provider_2-Plant_13,638.274,592.026,Plant_13,31125
3115,2017-06-01,Provider_2-Plant_13,524.645,471.494,Plant_13,22072
3116,2017-07-01,Provider_2-Plant_13,576.055,538.499,Plant_13,30083
3117,2017-08-01,Provider_2-Plant_13,401.902,367.802,Plant_13,16244
3118,2017-09-01,Provider_2-Plant_13,576.268,518.325,Plant_13,32167
3119,2017-10-01,Provider_2-Plant_13,537.992,476.117,Plant_13,29816
3120,2017-11-01,Provider_2-Plant_13,616.959,578.159,Plant_13,32244
3121,2017-12-01,Provider_2-Plant_13,413.245,384.084,Plant_13,19306
3122,2018-01-01,Provider_2-Plant_13,494.215,444.469,Plant_13,23545
3123,2018-02-01,Provider_2-Plant_13,494.52,455.264,Plant_13,23141
3124,2018-03-01,Provider_2-Plant_13,831.636,558.226,Plant_13,30225
3125,2018-04-01,Provider_2-Plant_13,665.861,598.819,Plant_13,31430
3126,2018-05-01,Provider_2-Plant_13,426.531,398.034,Plant_13,23336
3127,2018-06-01,Provider_2-Plant_13,624.926,569.203,Plant_13,28973
3128,2018-07-01,Provider_2-Plant_13,636.453,592.124,Plant_13,31537
3129,2018-08-01,Provider_2-Plant_13,635.424,592.919,Plant_13,30595
3130,2018-09-01,Provider_2-Plant_13,590.328,549.183,Plant_13,31276
3131,2018-10-01,Provider_2-Plant_13,595.047,560.836,Plant_13,31047
3132,2018-11-01,Provider_2-Plant_13,650.126,908.825,Plant_13,29043
3133,2018-12-01,Provider_2-Plant_13,337.2,327.823,Plant_13,16927
3134,2019-01-01,Provider_2-Plant_13,597.339,1027.28,Plant_13,28464
3135,2019-02-01,Provider_2-Plant_13,584.656,1659.687,Plant_13,30684
3136,2019-03-01,Provider_2-Plant_13,693.515,835.108,Plant_13,31142
3137,2019-04-01,Provider_2-Plant_13,588.483,1631.276,Plant_13,28394
3138,2019-05-01,Provider_2-Plant_13,660.521,1283.434,Plant_13,31672
3139,2019-06-01,Provider_2-Plant_13,273.393,1013.788,Plant_13,12577
3140,2019-07-01,Provider_2-Plant_13,649.704,1105.45,Plant_13,31116
3141,2019-08-01,Provider_2-Plant_13,633.718,580.752,Plant_13,28389
3142,2019-09-01,Provider_2-Plant_13,572.725,2527.111,Plant_13,28338
3143,2019-10-01,Provider_2-Plant_13,401.988,462.276,Plant_13,22983
3144,2019-11-01,Provider_2-Plant_13,420.706,892.512,Plant_13,24205
3145,2019-12-01,Provider_2-Plant_13,249.045,382.008,Plant_13,13846
3146,2020-01-01,Provider_2-Plant_13,395.54,1362.219,Plant_13,22036
3147,2020-02-01,Provider_2-Plant_13,447.913,665.432,Plant_13,25635
3148,2020-03-01,Provider_2-Plant_13,272.612,496.48,Plant_13,17318
3149,2020-04-01,Provider_2-Plant_13,40.083,31.762,Plant_13,0
3150,2020-05-01,Provider_2-Plant_13,157.989,384.387,Plant_13,12999
3151,2020-06-01,Provider_2-Plant_13,269.768,334.398,Plant_13,16102
3152,2020-07-01,Provider_2-Plant_13,350.834,347.902,Plant_13,23337
3153,2020-08-01,Provider_2-Plant_13,199.611,185.588,Plant_13,13700
3154,2020-09-01,Provider_2-Plant_13,363.553,345.078,Plant_13,16687
3155,2020-10-01,Provider_2-Plant_13,400.727,393.478,Plant_13,22594
3156,2020-11-01,Provider_2-Plant_13,415.441,410.511,Plant_13,24567
3157,2020-12-01,Provider_2-Plant_13,292.1,271.66,Plant_13,17757
3158,2021-01-01,Provider_2-Plant_13,343.649,334.656,Plant_13,18980
3159,2021-02-01,Provider_2-Plant_13,423.111,398.665,Plant_13,25193
3160,2021-03-01,Provider_2-Plant_13,388.678,368.272,Plant_13,21861
3161,2021-04-01,Provider_2-Plant_13,357.156,330.326,Plant_13,18896
3162,2021-05-01,Provider_2-Plant_13,254.68,247.232,Plant_13,14656
3163,2021-06-01,Provider_2-Plant_13,367.137,378.41,Plant_13,16618
3164,2021-07-01,Provider_2-Plant_13,207.546,192.452,Plant_13,11026
3165,2021-08-01,Provider_2-Plant_13,208.782,191.951,Plant_13,9968
3166,2021-09-01,Provider_2-Plant_13,388.636,379.139,Plant_13,17014
3167,2021-10-01,Provider_2-Plant_13,534.53,528.383,Plant_13,28230
3168,2021-11-01,Provider_2-Plant_13,491.141,472.905,Plant_13,28206
3169,2021-12-01,Provider_2-Plant_13,285.314,265.853,Plant_13,17365
3170,2022-01-01,Provider_2-Plant_13,339.161,324.864,Plant_13,18614
3171,2022-02-01,Provider_2-Plant_13,538.538,517.629,Plant_13,27434
3172,2022-03-01,Provider_2-Plant_13,571.779,23201.86,Plant_13,22682
3173,2022-04-01,Provider_2-Plant_13,649.095,55361.137,Plant_13,25716
3174,2022-05-01,Provider_2-Plant_13,462.385,51702.27,Plant_13,18273
3175,2022-06-01,Provider_2-Plant_13,496.488,25768.506,Plant_13,22053
3176,2022-07-01,Provider_2-Plant_13,447.615,53802.996,Plant_13,16076
3177,2022-08-01,Provider_2-Plant_13,430.389,49089.414,Plant_13,18137
3178,2022-09-01,Provider_2-Plant_13,479.23,36573.973,Plant_13,20069
3179,2022-10-01,Provider_2-Plant_13,380.126,50708.86,Plant_13,15782
3180,2014-01-01,Provider_2-Plant_14,205.889,201.117,Plant_14,68067
3181,2014-02-01,Provider_2-Plant_14,190.71,179.861,Plant_14,66012
3182,2014-03-01,Provider_2-Plant_14,194.069,191.284,Plant_14,71251
3183,2014-04-01,Provider_2-Plant_14,197.379,194.292,Plant_14,66233
3184,2014-05-01,Provider_2-Plant_14,227.077,222.513,Plant_14,69890
3185,2014-06-01,Provider_2-Plant_14,274.85,243.403,Plant_14,72587
3186,2014-07-01,Provider_2-Plant_14,252.356,239.388,Plant_14,78457
3187,2014-08-01,Provider_2-Plant_14,245.715,247.77,Plant_14,73392
3188,2014-09-01,Provider_2-Plant_14,337.697,316.305,Plant_14,84343
3189,2014-10-01,Provider_2-Plant_14,240.661,265.442,Plant_14,79228
3190,2014-11-01,Provider_2-Plant_14,214.718,260.508,Plant_14,83739
3191,2014-12-01,Provider_2-Plant_14,153.979,190.244,Plant_14,52452
3192,2015-01-01,Provider_2-Plant_14,0.026,0.02,Plant_14,74505
3193,2015-02-01,Provider_2-Plant_14,0.0,0.0,Plant_14,80427
3194,2015-03-01,Provider_2-Plant_14,0.0,0.0,Plant_14,86379
3195,2015-04-01,Provider_2-Plant_14,1.742,1.742,Plant_14,75857
3196,2015-05-01,Provider_2-Plant_14,0.0,0.0,Plant_14,71439
3197,2015-06-01,Provider_2-Plant_14,0.0,0.0,Plant_14,88607
3198,2015-07-01,Provider_2-Plant_14,0.0,0.0,Plant_14,80963
3199,2015-08-01,Provider_2-Plant_14,11.54,11.548,Plant_14,76682
3200,2015-09-01,Provider_2-Plant_14,0.0,0.0,Plant_14,90791
3201,2015-10-01,Provider_2-Plant_14,0.0,0.0,Plant_14,90635
3202,2015-11-01,Provider_2-Plant_14,5.347,3.355,Plant_14,91853
3203,2015-12-01,Provider_2-Plant_14,15.996,3.765,Plant_14,61889
3204,2016-01-01,Provider_2-Plant_14,5.653,5.317,Plant_14,79193
3205,2016-02-01,Provider_2-Plant_14,34.937,33.758,Plant_14,96737
3206,2016-03-01,Provider_2-Plant_14,51.076,46.928,Plant_14,96434
3207,2016-04-01,Provider_2-Plant_14,138.677,129.911,Plant_14,103290
3208,2016-05-01,Provider_2-Plant_14,91.458,84.568,Plant_14,90184
3209,2016-06-01,Provider_2-Plant_14,193.674,167.949,Plant_14,106150
3210,2016-07-01,Provider_2-Plant_14,428.5,368.397,Plant_14,94011
3211,2016-08-01,Provider_2-Plant_14,461.566,434.259,Plant_14,98304
3212,2016-09-01,Provider_2-Plant_14,537.981,502.302,Plant_14,108510
3213,2016-10-01,Provider_2-Plant_14,380.458,337.048,Plant_14,94785
3214,2016-11-01,Provider_2-Plant_14,455.498,418.573,Plant_14,110115
3215,2016-12-01,Provider_2-Plant_14,262.778,242.008,Plant_14,60782
3216,2017-01-01,Provider_2-Plant_14,334.815,330.254,Plant_14,96322
3217,2017-02-01,Provider_2-Plant_14,375.845,351.311,Plant_14,105368
3218,2017-03-01,Provider_2-Plant_14,476.587,424.783,Plant_14,121995
3219,2017-04-01,Provider_2-Plant_14,423.354,395.51,Plant_14,88225
3220,2017-05-01,Provider_2-Plant_14,439.746,410.035,Plant_14,103836
3221,2017-06-01,Provider_2-Plant_14,404.046,329.462,Plant_14,107588
3222,2017-07-01,Provider_2-Plant_14,487.085,430.831,Plant_14,96901
3223,2017-08-01,Provider_2-Plant_14,410.611,415.976,Plant_14,97042
3224,2017-09-01,Provider_2-Plant_14,530.288,408.964,Plant_14,106053
3225,2017-10-01,Provider_2-Plant_14,497.02,407.979,Plant_14,95939
3226,2017-11-01,Provider_2-Plant_14,574.578,523.716,Plant_14,112732
3227,2017-12-01,Provider_2-Plant_14,330.98,258.976,Plant_14,69374
3228,2018-01-01,Provider_2-Plant_14,594.075,527.715,Plant_14,100841
3229,2018-02-01,Provider_2-Plant_14,449.124,405.817,Plant_14,98305
3230,2018-03-01,Provider_2-Plant_14,422.971,417.297,Plant_14,103740
3231,2018-04-01,Provider_2-Plant_14,437.552,431.893,Plant_14,100123
3232,2018-05-01,Provider_2-Plant_14,225.627,223.671,Plant_14,95467
3233,2018-06-01,Provider_2-Plant_14,325.282,309.195,Plant_14,108232
