,Timestamp,Provider,Plant,Actual Vol [Kg],Expected Vol [Kg]
1567,2017/10,Provider_2,Plant_13,537992,476117
1568,2017/11,Provider_2,Plant_13,616959,578159
1569,2017/12,Provider_2,Plant_13,413245,384084
1570,2018/01,Provider_2,Plant_13,494215,444469
1571,2018/02,Provider_2,Plant_13,494520,455264
1572,2018/03,Provider_2,Plant_13,831636,558226
1573,2014/01,Provider_2,Plant_14,205889,201117
1574,2014/02,Provider_2,Plant_14,190710,179861
1575,2014/03,Provider_2,Plant_14,194069,191284
1576,2014/04,Provider_2,Plant_14,197379,194292
1577,2014/05,Provider_2,Plant_14,227077,222513
1578,2014/06,Provider_2,Plant_14,274850,243403
1579,2014/07,Provider_2,Plant_14,252356,239388
1580,2014/08,Provider_2,Plant_14,245715,247770
1581,2014/09,Provider_2,Plant_14,337697,316305
1582,2014/10,Provider_2,Plant_14,240661,265442
1583,2014/11,Provider_2,Plant_14,214718,260508
1584,2014/12,Provider_2,Plant_14,153979,190244
1585,2015/01,Provider_2,Plant_14,26,20
1586,2015/04,Provider_2,Plant_14,1742,1742
1587,2015/08,Provider_2,Plant_14,11540,11548
1588,2015/11,Provider_2,Plant_14,5347,3355
1589,2015/12,Provider_2,Plant_14,15996,3765
1590,2016/01,Provider_2,Plant_14,5653,5317
1591,2016/02,Provider_2,Plant_14,34937,33758
1592,2016/03,Provider_2,Plant_14,51076,46928
1593,2016/04,Provider_2,Plant_14,138677,129911
1594,2016/05,Provider_2,Plant_14,91458,84568
1595,2016/06,Provider_2,Plant_14,193674,167949
1596,2016/07,Provider_2,Plant_14,428500,368397
1597,2016/08,Provider_2,Plant_14,461566,434259
1598,2016/09,Provider_2,Plant_14,537981,502302
1599,2016/10,Provider_2,Plant_14,380458,337048
1600,2016/11,Provider_2,Plant_14,455498,418573
1601,2016/12,Provider_2,Plant_14,262778,242008
1602,2017/01,Provider_2,Plant_14,334815,330254
1603,2017/02,Provider_2,Plant_14,375845,351311
1604,2017/03,Provider_2,Plant_14,476587,424783
1605,2017/04,Provider_2,Plant_14,423354,395510
1606,2017/05,Provider_2,Plant_14,439746,410035
1607,2017/06,Provider_2,Plant_14,404046,329462
1608,2017/07,Provider_2,Plant_14,487085,430831
1609,2017/08,Provider_2,Plant_14,410611,415976
1610,2017/09,Provider_2,Plant_14,530288,"408964,117"
1611,2017/10,Provider_2,Plant_14,497020,407979
1612,2017/11,Provider_2,Plant_14,574578,523716
1613,2017/12,Provider_2,Plant_14,330980,258976
1614,2018/01,Provider_2,Plant_14,594075,527715
1615,2018/02,Provider_2,Plant_14,449124,405817
1616,2018/03,Provider_2,Plant_14,422971,417297
1617,2014/01,Provider_2,Plant_15,493002,496699
1618,2014/02,Provider_2,Plant_15,581111,591137
1619,2014/03,Provider_2,Plant_15,563759,575976
1620,2014/04,Provider_2,Plant_15,571328,575714
1621,2014/05,Provider_2,Plant_15,568609,573930
1622,2014/06,Provider_2,Plant_15,516014,522426
1623,2014/07,Provider_2,Plant_15,563569,577233
1624,2014/08,Provider_2,Plant_15,484679,519383
1625,2014/09,Provider_2,Plant_15,571192,600083
1626,2014/10,Provider_2,Plant_15,494123,517781
1627,2014/11,Provider_2,Plant_15,532059,550608
1628,2014/12,Provider_2,Plant_15,377541,384770
1629,2015/01,Provider_2,Plant_15,435612,454293
1630,2015/02,Provider_2,Plant_15,446072,465359
1631,2015/03,Provider_2,Plant_15,527029,544630
1632,2015/04,Provider_2,Plant_15,492500,505032
1633,2015/05,Provider_2,Plant_15,409752,528581
1634,2015/06,Provider_2,Plant_15,446169,487875
1635,2015/07,Provider_2,Plant_15,570703,574507
1636,2015/08,Provider_2,Plant_15,442584,483762
1637,2015/09,Provider_2,Plant_15,480610,494480
1638,2015/10,Provider_2,Plant_15,481752,489139
1639,2015/11,Provider_2,Plant_15,472406,479611
1640,2015/12,Provider_2,Plant_15,329005,328992
1641,2016/01,Provider_2,Plant_15,331333,337533
1642,2016/02,Provider_2,Plant_15,448078,448830
1643,2016/03,Provider_2,Plant_15,472599,475972
1644,2016/04,Provider_2,Plant_15,513718,522222
1645,2016/05,Provider_2,Plant_15,392318,395427
1646,2016/06,Provider_2,Plant_15,552003,554839
1647,2016/07,Provider_2,Plant_15,504912,508826
1648,2016/08,Provider_2,Plant_15,527652,534356
1649,2016/09,Provider_2,Plant_15,546190,554959
1650,2016/10,Provider_2,Plant_15,446513,"444664,409"
1651,2016/11,Provider_2,Plant_15,489889,493044
1652,2016/12,Provider_2,Plant_15,256348,256974
1653,2017/01,Provider_2,Plant_15,420323,422278
1654,2017/02,Provider_2,Plant_15,500875,495322
1655,2017/03,Provider_2,Plant_15,948794,595973
1656,2017/04,Provider_2,Plant_15,498029,497815
1657,2017/05,Provider_2,Plant_15,581756,586123
1658,2017/06,Provider_2,Plant_15,577725,573702
1659,2017/07,Provider_2,Plant_15,633721,630030
1660,2017/08,Provider_2,Plant_15,686474,688119
1661,2017/09,Provider_2,Plant_15,589760,585974
1662,2017/10,Provider_2,Plant_15,577808,579813
1663,2017/11,Provider_2,Plant_15,603482,605174
1664,2017/12,Provider_2,Plant_15,455497,442052
1665,2018/01,Provider_2,Plant_15,513627,497926
1666,2018/02,Provider_2,Plant_15,538850,"544072,415"
1667,2018/03,Provider_2,Plant_15,583726,587559
1719,2014/01,Provider_2,Plant_17,915926,625051
1720,2014/02,Provider_2,Plant_17,878986,590819
1721,2014/03,Provider_2,Plant_17,922789,632715
1722,2014/04,Provider_2,Plant_17,993742,687473
1723,2014/05,Provider_2,Plant_17,1039799,692129
1724,2014/06,Provider_2,Plant_17,1004435,655407
1725,2014/07,Provider_2,Plant_17,1176551,817799
1726,2014/08,Provider_2,Plant_17,950571,682451
1727,2014/09,Provider_2,Plant_17,1231852,837641
1728,2014/10,Provider_2,Plant_17,1192850,831846
1729,2014/11,Provider_2,Plant_17,1207317,816268
1730,2014/12,Provider_2,Plant_17,961244,680870
1731,2015/01,Provider_2,Plant_17,777759,562528
1732,2015/02,Provider_2,Plant_17,1083967,698144
1733,2015/03,Provider_2,Plant_17,1219037,821355
1734,2015/04,Provider_2,Plant_17,1176014,755717
1735,2015/05,Provider_2,Plant_17,999486,669130
1736,2015/06,Provider_2,Plant_17,1105156,777237
1737,2015/07,Provider_2,Plant_17,1011125,710387
1738,2015/08,Provider_2,Plant_17,1084584,735791
1739,2015/09,Provider_2,Plant_17,1335065,886532
1740,2015/10,Provider_2,Plant_17,1216030,850803
1741,2015/11,Provider_2,Plant_17,1381508,928439
1742,2015/12,Provider_2,Plant_17,1187790,833446
1743,2016/01,Provider_2,Plant_17,1036116,639407
1744,2016/02,Provider_2,Plant_17,1346612,825472
1745,2016/03,Provider_2,Plant_17,1164433,824941
1746,2016/04,Provider_2,Plant_17,648027,540133
1747,2016/05,Provider_2,Plant_17,519178,408542
1748,2016/06,Provider_2,Plant_17,698215,488334
1749,2016/07,Provider_2,Plant_17,651293,449459
1750,2016/08,Provider_2,Plant_17,635468,446347
1751,2016/09,Provider_2,Plant_17,660702,475960
1752,2016/10,Provider_2,Plant_17,567050,405328
1753,2016/11,Provider_2,Plant_17,681682,518095
1754,2016/12,Provider_2,Plant_17,505269,383641
1755,2017/01,Provider_2,Plant_17,1461186,388827
1756,2017/02,Provider_2,Plant_17,705190,549825
1757,2017/03,Provider_2,Plant_17,797210,632063
1758,2017/04,Provider_2,Plant_17,688297,546502
1759,2017/05,Provider_2,Plant_17,827644,647167
1760,2017/06,Provider_2,Plant_17,841638,696841
1761,2017/07,Provider_2,Plant_17,780227,623841
1762,2017/08,Provider_2,Plant_17,826490,688077
1763,2017/09,Provider_2,Plant_17,792595,646703
1764,2017/10,Provider_2,Plant_17,769263,629362
1765,2017/11,Provider_2,Plant_17,839861,670945
1766,2017/12,Provider_2,Plant_17,514892,444671
1767,2018/01,Provider_2,Plant_17,626750,554540
1768,2018/02,Provider_2,Plant_17,660968,532248
1769,2018/03,Provider_2,Plant_17,763065,617675
1770,2014/01,Provider_2,Plant_18,435779,370831
1771,2014/02,Provider_2,Plant_18,354806,301477
1772,2014/03,Provider_2,Plant_18,434690,366536
1773,2014/04,Provider_2,Plant_18,406262,351860
1774,2014/05,Provider_2,Plant_18,502412,453629
1775,2014/06,Provider_2,Plant_18,438023,421622
1776,2014/07,Provider_2,Plant_18,460948,401357
1777,2014/08,Provider_2,Plant_18,498900,441976
1778,2014/09,Provider_2,Plant_18,527465,484902
1779,2014/10,Provider_2,Plant_18,447438,391051
1780,2014/11,Provider_2,Plant_18,441905,380819
1781,2014/12,Provider_2,Plant_18,309155,281226
1782,2015/01,Provider_2,Plant_18,531420,452621
1783,2015/02,Provider_2,Plant_18,446303,408335
1784,2015/03,Provider_2,Plant_18,547711,490176
1785,2015/04,Provider_2,Plant_18,513011,432789
1786,2015/05,Provider_2,Plant_18,426842,386132
1787,2015/06,Provider_2,Plant_18,465447,410596
1788,2015/07,Provider_2,Plant_18,330471,283062
1789,2015/08,Provider_2,Plant_18,404126,340959
1790,2015/09,Provider_2,Plant_18,537359,490137
1791,2015/10,Provider_2,Plant_18,551998,484513
1792,2015/11,Provider_2,Plant_18,492117,422423
1793,2015/12,Provider_2,Plant_18,212502,149547
1794,2016/01,Provider_2,Plant_18,169555,138693
1795,2016/02,Provider_2,Plant_18,238985,165225
1796,2016/03,Provider_2,Plant_18,238641,169800
1797,2016/04,Provider_2,Plant_18,245314,186637
1798,2016/05,Provider_2,Plant_18,218177,154058
1799,2016/06,Provider_2,Plant_18,270871,219558
1800,2016/07,Provider_2,Plant_18,279593,312948
1801,2016/08,Provider_2,Plant_18,97363,156892
1802,2016/09,Provider_2,Plant_18,255280,298560
1803,2016/10,Provider_2,Plant_18,236514,193342
1804,2016/11,Provider_2,Plant_18,262385,203653
1805,2016/12,Provider_2,Plant_18,227425,156707
1806,2017/01,Provider_2,Plant_18,147520,111002
1807,2017/02,Provider_2,Plant_18,210710,168782
1808,2017/03,Provider_2,Plant_18,279552,222269
1809,2017/04,Provider_2,Plant_18,60368,49455
1810,2017/05,Provider_2,Plant_18,224448,180255
1811,2017/06,Provider_2,Plant_18,264233,212436
1812,2017/07,Provider_2,Plant_18,254926,206910
1813,2017/08,Provider_2,Plant_18,256498,382
1814,2017/09,Provider_2,Plant_18,161667,133748
1815,2017/10,Provider_2,Plant_18,226247,172501
1816,2017/11,Provider_2,Plant_18,264993,216240
1817,2017/12,Provider_2,Plant_18,181458,143961
1818,2018/01,Provider_2,Plant_18,102187,81088
1819,2018/02,Provider_2,Plant_18,193984,155934
1820,2018/03,Provider_2,Plant_18,235237,194226
1821,2014/01,Provider_2,Plant_19,428194,407641
1822,2014/02,Provider_2,Plant_19,470819,443451
1823,2014/03,Provider_2,Plant_19,518329,493250
1824,2014/04,Provider_2,Plant_19,476217,465626
1825,2014/05,Provider_2,Plant_19,490622,459595
1826,2014/06,Provider_2,Plant_19,378231,360056
1827,2014/07,Provider_2,Plant_19,386960,371344
1828,2014/08,Provider_2,Plant_19,354176,342494
1829,2014/09,Provider_2,Plant_19,400062,380911
1830,2014/10,Provider_2,Plant_19,499712,454485
1831,2014/11,Provider_2,Plant_19,521264,503784
1832,2014/12,Provider_2,Plant_19,377985,344198
1833,2015/01,Provider_2,Plant_19,518820,482123
1834,2015/02,Provider_2,Plant_19,521722,473239
1835,2015/03,Provider_2,Plant_19,517194,489703
1836,2015/04,Provider_2,Plant_19,445505,425206
1837,2015/05,Provider_2,Plant_19,441407,417795
1838,2015/06,Provider_2,Plant_19,584727,563258
1839,2015/07,Provider_2,Plant_19,668004,645169
1840,2015/08,Provider_2,Plant_19,614265,590181
1841,2015/09,Provider_2,Plant_19,796671,779966
1842,2015/10,Provider_2,Plant_19,690654,680735
1843,2015/11,Provider_2,Plant_19,610545,600137
1844,2015/12,Provider_2,Plant_19,502653,495539
1845,2016/01,Provider_2,Plant_19,532594,516948
1846,2016/02,Provider_2,Plant_19,651446,627372
1847,2016/03,Provider_2,Plant_19,610802,606270
1848,2016/04,Provider_2,Plant_19,603356,599788
1849,2016/05,Provider_2,Plant_19,516866,528355
1850,2016/06,Provider_2,Plant_19,659506,655263
1851,2016/07,Provider_2,Plant_19,596771,583886
1852,2016/08,Provider_2,Plant_19,654092,649925
1853,2016/09,Provider_2,Plant_19,680080,652465
1854,2016/10,Provider_2,Plant_19,534990,527716
1855,2016/11,Provider_2,Plant_19,548024,539573
1856,2016/12,Provider_2,Plant_19,383514,376134
1857,2017/01,Provider_2,Plant_19,549149,493709
1858,2017/02,Provider_2,Plant_19,523191,490054
1859,2017/03,Provider_2,Plant_19,513843,507776
1860,2017/04,Provider_2,Plant_19,430538,"425240,36"
1861,2017/05,Provider_2,Plant_19,502086,"473705,372"
1862,2017/06,Provider_2,Plant_19,542691,"516461,719"
1863,2017/07,Provider_2,Plant_19,676599,627134
1864,2017/08,Provider_2,Plant_19,575565,534665
1865,2017/09,Provider_2,Plant_19,516740,482264
1866,2017/10,Provider_2,Plant_19,526944,477146
1867,2017/11,Provider_2,Plant_19,534123,508263
1868,2017/12,Provider_2,Plant_19,257684,247115
1869,2018/01,Provider_2,Plant_19,386598,380507
1870,2018/02,Provider_2,Plant_19,231431,215938
1871,2018/03,Provider_2,Plant_19,271191,242638
1872,2014/01,Provider_2,Plant_20,173523,161277
1873,2014/02,Provider_2,Plant_20,216561,207358
1874,2014/03,Provider_2,Plant_20,213417,206959
1875,2014/04,Provider_2,Plant_20,173612,171692
1876,2014/05,Provider_2,Plant_20,209982,205609
1877,2014/06,Provider_2,Plant_20,171349,164480
1878,2014/07,Provider_2,Plant_20,281261,274406
1879,2014/08,Provider_2,Plant_20,207173,195968
1880,2014/09,Provider_2,Plant_20,203852,198199
1881,2014/10,Provider_2,Plant_20,345854,303218
1882,2014/11,Provider_2,Plant_20,427418,243190
1883,2014/12,Provider_2,Plant_20,315118,167606
1884,2015/01,Provider_2,Plant_20,373205,216882
1885,2015/02,Provider_2,Plant_20,331357,205277
1886,2015/03,Provider_2,Plant_20,900887,286826
1887,2015/04,Provider_2,Plant_20,523228,234910
1888,2015/05,Provider_2,Plant_20,364794,169159
1889,2015/06,Provider_2,Plant_20,590072,261748
1890,2015/07,Provider_2,Plant_20,532879,241403
1891,2015/08,Provider_2,Plant_20,372896,178756
1892,2015/09,Provider_2,Plant_20,298171,144517
1893,2015/10,Provider_2,Plant_20,218004,115686
1894,2015/11,Provider_2,Plant_20,251624,139379
1895,2015/12,Provider_2,Plant_20,119462,63218
1896,2016/01,Provider_2,Plant_20,171301,105001
1897,2016/02,Provider_2,Plant_20,209216,115050
1898,2016/03,Provider_2,Plant_20,243648,157771
1899,2016/04,Provider_2,Plant_20,268508,154372
1900,2016/05,Provider_2,Plant_20,213647,113840
1901,2016/06,Provider_2,Plant_20,287110,134559
1902,2016/07,Provider_2,Plant_20,267969,153533
1903,2016/08,Provider_2,Plant_20,288698,165298
1904,2016/09,Provider_2,Plant_20,251362,136974
1905,2016/10,Provider_2,Plant_20,257583,150053
1906,2016/11,Provider_2,Plant_20,267682,267926
1907,2016/12,Provider_2,Plant_20,206598,192182
1908,2017/01,Provider_2,Plant_20,259084,261197
1909,2017/02,Provider_2,Plant_20,272240,285258
1910,2017/03,Provider_2,Plant_20,298503,296383
1911,2017/04,Provider_2,Plant_20,213831,213593
1912,2017/05,Provider_2,Plant_20,238615,238991
1913,2017/06,Provider_2,Plant_20,208100,206388
1914,2017/07,Provider_2,Plant_20,255260,255985
1915,2017/08,Provider_2,Plant_20,264035,264003
1916,2017/09,Provider_2,Plant_20,290889,279265
1917,2017/10,Provider_2,Plant_20,204928,204847
1918,2017/11,Provider_2,Plant_20,318385,317656
1919,2017/12,Provider_2,Plant_20,196479,195598
1920,2018/01,Provider_2,Plant_20,274273,266556
1921,2018/02,Provider_2,Plant_20,239792,234028
1922,2018/03,Provider_2,Plant_20,269129,271105
1923,2014/01,Provider_2,Plant_21,56699,38464
1924,2014/02,Provider_2,Plant_21,56642,46995
1925,2014/03,Provider_2,Plant_21,83886,52574
1926,2014/04,Provider_2,Plant_21,96493,56090
1927,2014/05,Provider_2,Plant_21,58459,35677
1928,2014/06,Provider_2,Plant_21,24197,19682
1929,2014/07,Provider_2,Plant_21,242957,241938
1930,2014/08,Provider_2,Plant_21,235691,224058
1931,2014/09,Provider_2,Plant_21,190612,189185
1932,2014/10,Provider_2,Plant_21,358465,275993
1933,2014/11,Provider_2,Plant_21,258192,257381
1934,2014/12,Provider_2,Plant_21,218688,196464
1935,2015/01,Provider_2,Plant_21,192061,188044
1936,2015/02,Provider_2,Plant_21,316557,212081
1937,2015/03,Provider_2,Plant_21,487066,342756
1938,2015/04,Provider_2,Plant_21,261849,217100
1939,2015/05,Provider_2,Plant_21,304044,285086
1940,2015/06,Provider_2,Plant_21,294397,239401
1941,2015/07,Provider_2,Plant_21,314162,282763
1942,2015/08,Provider_2,Plant_21,210502,174577
1943,2015/09,Provider_2,Plant_21,363421,322785
1944,2015/10,Provider_2,Plant_21,387462,308152
1945,2015/11,Provider_2,Plant_21,321441,259220
1946,2015/12,Provider_2,Plant_21,399280,275765
1947,2016/01,Provider_2,Plant_21,370365,284711
1948,2016/02,Provider_2,Plant_21,393476,310460
1949,2016/03,Provider_2,Plant_21,507688,330189
1950,2016/04,Provider_2,Plant_21,441774,407379
1951,2016/05,Provider_2,Plant_21,329149,329915
1952,2016/06,Provider_2,Plant_21,307843,294436
1953,2016/07,Provider_2,Plant_21,202380,151743
1954,2016/08,Provider_2,Plant_21,431313,403763
1955,2016/09,Provider_2,Plant_21,307365,315895
1956,2016/10,Provider_2,Plant_21,395642,372144
1957,2016/11,Provider_2,Plant_21,350758,359867
1958,2016/12,Provider_2,Plant_21,159701,148268
1959,2017/01,Provider_2,Plant_21,582070,586089
1960,2017/02,Provider_2,Plant_21,392398,396742
1961,2017/03,Provider_2,Plant_21,543496,545000
1962,2017/04,Provider_2,Plant_21,476024,"473297,736"
1963,2017/05,Provider_2,Plant_21,547677,"547485,315"
1964,2017/06,Provider_2,Plant_21,521849,"493349,122"
1965,2017/07,Provider_2,Plant_21,341163,340483
1966,2017/08,Provider_2,Plant_21,417799,415358
1967,2017/09,Provider_2,Plant_21,493011,490510
1968,2017/10,Provider_2,Plant_21,476761,450221
1969,2017/11,Provider_2,Plant_21,504739,"496914,324"
1970,2017/12,Provider_2,Plant_21,375847,"342718,317"
1971,2018/01,Provider_2,Plant_21,597783,562649
1972,2018/02,Provider_2,Plant_21,583912,542865
1973,2018/03,Provider_2,Plant_21,667202,656056
1974,2016/05,Provider_2,Plant_22,53962,36886
1975,2016/06,Provider_2,Plant_22,116943,87787
1976,2016/07,Provider_2,Plant_22,1202730,298577
1977,2016/08,Provider_2,Plant_22,391288,308718
1978,2016/09,Provider_2,Plant_22,456710,358855
1979,2016/10,Provider_2,Plant_22,509620,396634
1980,2016/11,Provider_2,Plant_22,501667,405615
1981,2016/12,Provider_2,Plant_22,334349,261972
1982,2017/01,Provider_2,Plant_22,577344,458281
1983,2017/02,Provider_2,Plant_22,1119948,155719
1984,2017/03,Provider_2,Plant_22,612770,"190421,684"
1985,2017/04,Provider_2,Plant_22,218587,193186
1986,2017/05,Provider_2,Plant_22,237886,"204063,65"
1987,2017/06,Provider_2,Plant_22,352774,"256195,406"
1988,2017/07,Provider_2,Plant_22,345828,243050
1989,2017/08,Provider_2,Plant_22,330701,249073
1990,2017/09,Provider_2,Plant_22,312706,242119
1991,2017/10,Provider_2,Plant_22,321805,232512
1992,2017/11,Provider_2,Plant_22,424520,261824
1993,2017/12,Provider_2,Plant_22,838628,149842
1994,2018/01,Provider_2,Plant_22,1051308,285196
1995,2018/02,Provider_2,Plant_22,544254,245523
1996,2018/03,Provider_2,Plant_22,287505,249435
2031,2015/06,Provider_3,Plant_1,96516,94434
2032,2015/07,Provider_3,Plant_1,360044,367021
2033,2015/08,Provider_3,Plant_1,438673,430698
2034,2015/09,Provider_3,Plant_1,368094,368715
2035,2015/10,Provider_3,Plant_1,407998,385259
2036,2015/11,Provider_3,Plant_1,484733,474712
2037,2015/12,Provider_3,Plant_1,321949,309362
2038,2016/01,Provider_3,Plant_1,409333,366094
2039,2016/02,Provider_3,Plant_1,424180,393429
2040,2016/03,Provider_3,Plant_1,449498,393747
2041,2016/04,Provider_3,Plant_1,319658,291996
2042,2016/05,Provider_3,Plant_1,244988,221861
2043,2016/06,Provider_3,Plant_1,364217,352710
2044,2016/07,Provider_3,Plant_1,242622,260747
2045,2016/08,Provider_3,Plant_1,344970,323079
2046,2016/09,Provider_3,Plant_1,315136,329043
2047,2016/10,Provider_3,Plant_1,362991,385248
2048,2016/11,Provider_3,Plant_1,306618,331163
2049,2016/12,Provider_3,Plant_1,416615,436549
2050,2017/01,Provider_3,Plant_1,369240,336482
2051,2017/02,Provider_3,Plant_1,362621,400702
2052,2017/03,Provider_3,Plant_1,421856,461955
2053,2017/04,Provider_3,Plant_1,408315,445920
2054,2017/05,Provider_3,Plant_1,465119,494639
2055,2017/06,Provider_3,Plant_1,425253,454942
2056,2017/07,Provider_3,Plant_1,448880,492500
2057,2017/08,Provider_3,Plant_1,457808,487196
2058,2017/09,Provider_3,Plant_1,450471,461056
2059,2017/10,Provider_3,Plant_1,370376,369216
2060,2017/11,Provider_3,Plant_1,414770,377242
2061,2017/12,Provider_3,Plant_1,330334,331210
2062,2018/01,Provider_3,Plant_1,467918,453758
2063,2018/02,Provider_3,Plant_1,531500,381086
2064,2018/03,Provider_3,Plant_1,412065,406173
2084,2014/01,Provider_3,Plant_3,997494,585617
2085,2014/02,Provider_3,Plant_3,1148855,687378
2086,2014/03,Provider_3,Plant_3,1414703,893298
2087,2014/04,Provider_3,Plant_3,1744603,1107261
2088,2014/05,Provider_3,Plant_3,1438556,902330
2089,2014/06,Provider_3,Plant_3,3576624,1142799
2090,2014/07,Provider_3,Plant_3,1883731,1011280
2091,2014/08,Provider_3,Plant_3,1813683,1081234
2092,2014/09,Provider_3,Plant_3,1992941,1236679
2093,2014/10,Provider_3,Plant_3,1922829,1386077
2094,2014/11,Provider_3,Plant_3,1401062,1380537
2095,2014/12,Provider_3,Plant_3,1514979,1501485
2096,2015/01,Provider_3,Plant_3,1546936,1553751
2097,2015/02,Provider_3,Plant_3,9839761,1699935
2098,2015/03,Provider_3,Plant_3,2030541,2071586
2099,2015/04,Provider_3,Plant_3,2073880,2139034
2100,2015/05,Provider_3,Plant_3,1914391,2023960
2101,2015/06,Provider_3,Plant_3,2597849,2357262
2102,2015/07,Provider_3,Plant_3,1907314,1865138
2103,2015/08,Provider_3,Plant_3,1727586,1699170
2104,2015/09,Provider_3,Plant_3,2222100,1860991
2105,2015/10,Provider_3,Plant_3,1666894,1677188
2106,2015/11,Provider_3,Plant_3,2096961,1944160
2107,2015/12,Provider_3,Plant_3,1642907,1225079
2108,2016/01,Provider_3,Plant_3,1689358,1467147
2109,2016/02,Provider_3,Plant_3,1680673,1544300
2110,2016/03,Provider_3,Plant_3,1702348,1641967
2111,2016/04,Provider_3,Plant_3,1625463,1698133
2112,2016/05,Provider_3,Plant_3,1276446,1284824
2113,2016/06,Provider_3,Plant_3,1014882,984896
2114,2016/07,Provider_3,Plant_3,1078126,875230
2115,2016/08,Provider_3,Plant_3,970403,939262
2116,2016/09,Provider_3,Plant_3,977589,897253
2117,2016/10,Provider_3,Plant_3,744286,688422
2118,2016/11,Provider_3,Plant_3,641578,607039
2119,2016/12,Provider_3,Plant_3,663784,619214
2120,2017/01,Provider_3,Plant_3,702230,"671027,292"
2121,2017/02,Provider_3,Plant_3,719064,688840
2122,2017/03,Provider_3,Plant_3,868977,902380
2123,2017/04,Provider_3,Plant_3,790562,817605
2124,2017/05,Provider_3,Plant_3,777869,774640
2125,2017/06,Provider_3,Plant_3,640023,657062
2126,2017/07,Provider_3,Plant_3,761411,762706
2127,2017/08,Provider_3,Plant_3,708588,714742
2128,2017/09,Provider_3,Plant_3,696190,"706888,401"
2129,2017/10,Provider_3,Plant_3,650101,655120
2130,2017/11,Provider_3,Plant_3,725737,"720260,357"
2131,2017/12,Provider_3,Plant_3,333953,"341797,284"
2132,2018/01,Provider_3,Plant_3,650164,659599
2133,2018/02,Provider_3,Plant_3,559760,552752
2134,2018/03,Provider_3,Plant_3,684672,691986
2135,2014/01,Provider_3,Plant_4,2578763,1640342
2136,2014/02,Provider_3,Plant_4,2746744,1752473
2137,2014/03,Provider_3,Plant_4,2727870,1817963
2138,2014/04,Provider_3,Plant_4,2706213,2881274
2139,2014/05,Provider_3,Plant_4,2830892,1803407
2140,2014/06,Provider_3,Plant_4,2670567,1641008
2141,2014/07,Provider_3,Plant_4,5184592,3100749
2142,2014/08,Provider_3,Plant_4,4274651,2642140
2143,2014/09,Provider_3,Plant_4,4376619,2657455
2144,2014/10,Provider_3,Plant_4,4484920,2665800
2145,2014/11,Provider_3,Plant_4,3586299,2243804
2146,2014/12,Provider_3,Plant_4,2741635,1593586
2147,2015/01,Provider_3,Plant_4,3705949,2728624
2148,2015/02,Provider_3,Plant_4,3935107,3024994
2149,2015/03,Provider_3,Plant_4,4430357,3291026
2150,2015/04,Provider_3,Plant_4,3905651,3016532
2151,2015/05,Provider_3,Plant_4,3821784,2966329
2152,2015/06,Provider_3,Plant_4,4600215,3512447
2153,2015/07,Provider_3,Plant_4,4623989,3671027
2154,2015/08,Provider_3,Plant_4,3810768,2652325
2155,2015/09,Provider_3,Plant_4,4570992,3707429
2156,2015/10,Provider_3,Plant_4,4429136,3496691
2157,2015/11,Provider_3,Plant_4,4429733,3451344
2158,2015/12,Provider_3,Plant_4,2844326,2255755
2159,2016/01,Provider_3,Plant_4,3676988,3049473
2160,2016/02,Provider_3,Plant_4,4440914,3571747
2161,2016/03,Provider_3,Plant_4,5014771,4106800
2162,2016/04,Provider_3,Plant_4,4701107,3655574
2163,2016/05,Provider_3,Plant_4,4011644,3140513
2164,2016/06,Provider_3,Plant_4,4743919,3797474
2165,2016/07,Provider_3,Plant_4,4351375,3279384
2166,2016/08,Provider_3,Plant_4,4267177,3638394
2167,2016/09,Provider_3,Plant_4,4136152,3236801
2168,2016/10,Provider_3,Plant_4,4109777,3182393
2169,2016/11,Provider_3,Plant_4,4096992,3376624
2170,2016/12,Provider_3,Plant_4,2957175,2291005
2171,2017/01,Provider_3,Plant_4,3303087,2651105
2172,2017/02,Provider_3,Plant_4,4241198,3291331
2173,2017/03,Provider_3,Plant_4,4862774,3978560
2174,2017/04,Provider_3,Plant_4,4449474,3903139
2175,2017/05,Provider_3,Plant_4,5128806,4841030
2176,2017/06,Provider_3,Plant_4,4446588,4136472
2177,2017/07,Provider_3,Plant_4,4715935,4388229
2178,2017/08,Provider_3,Plant_4,5461423,4941123
2179,2017/09,Provider_3,Plant_4,5195708,4626453
2180,2017/10,Provider_3,Plant_4,4798106,4301787
2181,2017/11,Provider_3,Plant_4,5167744,4768314
2182,2017/12,Provider_3,Plant_4,3674994,3319116
2183,2018/01,Provider_3,Plant_4,4778494,"4633658,005"
2184,2018/02,Provider_3,Plant_4,4273265,4234048
2185,2018/03,Provider_3,Plant_4,4604487,4652901
2186,2015/07,Provider_3,Plant_5,2340,396
2187,2015/09,Provider_3,Plant_5,38329,19292
2188,2015/10,Provider_3,Plant_5,67572,36724
2189,2015/11,Provider_3,Plant_5,81395,46977
2190,2015/12,Provider_3,Plant_5,52043,27677
2191,2016/01,Provider_3,Plant_5,78413,39807
2192,2016/02,Provider_3,Plant_5,98629,51412
2193,2016/03,Provider_3,Plant_5,96776,58636
2194,2016/04,Provider_3,Plant_5,95521,51605
2195,2016/05,Provider_3,Plant_5,95965,46355
2196,2016/06,Provider_3,Plant_5,97208,61235
2197,2016/07,Provider_3,Plant_5,61173,36133
